Person,Year,Arena,Event,Name_ID,Participations Count,name,title_as_cop_participant,name_in_cop_partitipants_list,attended_cops_from_participants_list,country,filename,Words count,Key
Jonathan Kohler,2003,Cop Side Event,2003_Cop Side Event,jonathan kohler,1,Jonathan KOHLER,Mr.,Mr. Jonathan KOHLER,1,,,2,Jonathan KOHLER|2003|Cop Side Event
Jonathan Pershing,2008,Cop Side Event,2008_Cop Side Event,jonathan pershing,1,Jonathan Pershing,Mr.,Mr. Jonathan Pershing,10,,,2,Jonathan Pershing|2008|Cop Side Event
Jon Price,2011,Cop Side Event,2011_Cop Side Event,jon price,1,Jon Price,Mr.,Mr. Jon Price,3,,,2,Jon Price|2011|Cop Side Event
Jorge Carrasco,2007,IPCC,2007_IPCC,jorge carrasco,2,Jorge Carrasco,Sr.,Sr. Jorge Carrasco,3,,,2,Jorge Carrasco|2007|IPCC
Jorge Carrasco,2013,IPCC,2013_IPCC,jorge carrasco,2,Jorge Carrasco,Sr.,Sr. Jorge Carrasco,3,,,2,Jorge Carrasco|2013|IPCC
Jorunn Gran,2009,Cop Side Event,2009_Cop Side Event,jorunn gran,1,Jorunn Gran,Ms.,Ms. Jorunn Gran,3,,,2,Jorunn Gran|2009|Cop Side Event
Jos Cozijnsen,2011,Cop Side Event,2011_Cop Side Event,jos cozijnsen,1,Jos Cozijnsen,Mr.,Mr. Jos Cozijnsen,4,,,2,Jos Cozijnsen|2011|Cop Side Event
Jos Delbeke,1999,SBSTA,1999_SBSTA,jos delbeke,1,Jos Delbeke,Mr.,Mr. Jos Delbeke,10,,FCCC_SBSTA_1999_6,2,Jos Delbeke|1999|SBSTA
Joseph Appiott,2010,Cop Side Event,2010_Cop Side Event,joseph appiott,1,Joseph Appiott,Mr.,Mr. Joseph Appiott,3,,,2,Joseph Appiott|2010|Cop Side Event
Joseph Katongo Kanyanga,2013,IPCC,2013_IPCC,joseph katongo kanyanga,1,Joseph Katongo Kanyanga,Mr.,Mr. Joseph Katongo Kanyanga,1,,,3,Joseph Katongo Kanyanga|2013|IPCC
Joseph Nganga,2012,Cop Side Event,2012_Cop Side Event,joseph nganga,1,Joseph Nganga,Mr.,Mr. Joseph Nganga,1,,,2,Joseph Nganga|2012|Cop Side Event
Joseph Ole Simel,2010,Cop Side Event,2010_Cop Side Event,joseph ole simel,1,Joseph Ole Simel,Mr.,Mr. Joseph Ole Simel,5,,,3,Joseph Ole Simel|2010|Cop Side Event
Joshua G. Wairoto,2005,Cop Side Event,2005_Cop Side Event,joshua g. wairoto,2,Joshua G. Wairoto,Mr.,Mr. Joshua G. Wairoto,5,,,3,Joshua G. Wairoto|2005|Cop Side Event
Joshua G. Wairoto,2006,Cop Side Event,2006_Cop Side Event,joshua g. wairoto,2,Joshua G. Wairoto,Mr.,Mr. Joshua G. Wairoto,5,,,3,Joshua G. Wairoto|2006|Cop Side Event
Josh Wyndham-kidd,2009,Cop Side Event,2009_Cop Side Event,josh wyndham-kidd,1,Josh Wyndham-Kidd,Mr.,Mr. Josh Wyndham-Kidd,1,,,2,Josh Wyndham-Kidd|2009|Cop Side Event
Josilene Ferrer,2010,Cop Side Event,2010_Cop Side Event,josilene ferrer,1,Josilene Ferrer,Ms.,Ms. Josilene Ferrer,1,,,2,Josilene Ferrer|2010|Cop Side Event
Joyce E. Penner,1997,IPCC,1997_IPCC,joyce e. penner,7,Joyce E. Penner,Ms.,Ms. Joyce E. Penner,1,,,3,Joyce E. Penner|1997|IPCC
Joyce E. Penner,2001,IPCC,2001_IPCC,joyce e. penner,7,Joyce E. Penner,Ms.,Ms. Joyce E. Penner,1,,,3,Joyce E. Penner|2001|IPCC
Joyce E. Penner,2007,IPCC,2007_IPCC,joyce e. penner,7,Joyce E. Penner,Ms.,Ms. Joyce E. Penner,1,,,3,Joyce E. Penner|2007|IPCC
Joyce E. Penner,2013,IPCC,2013_IPCC,joyce e. penner,7,Joyce E. Penner,Ms.,Ms. Joyce E. Penner,1,,,3,Joyce E. Penner|2013|IPCC
Joyceline Goco,2004,SBI,2004_SBI,joyceline goco,2,Joyceline Goco,Ms.,Ms. Joyceline Goco,1,,FCCC-SBI-2005-23,2,Joyceline Goco|2004|SBI
Joyceline Goco,2005,SBI,2005_SBI,joyceline goco,2,Joyceline Goco,Ms.,Ms. Joyceline Goco,1,,FCCC-SBI-2005-23,2,Joyceline Goco|2005|SBI
Joyce Thomas-peters,2012,Consultative group of experts,2012_Consultative group of experts,joyce thomas-peters,1,Joyce Thomas-Peters,Ms.,Ms. Joyce Thomas-Peters,3,,,2,Joyce Thomas-Peters|2012|Consultative group of experts
Jozef Buys,2004,SBI,2004_SBI,jozef buys,2,Jozef Buys,Mr.,Mr. Jozef Buys,4,,FCCC-SBI-2005-10,2,Jozef Buys|2004|SBI
Jozef Buys,2005,SBI,2005_SBI,jozef buys,2,Jozef Buys,Mr.,Mr. Jozef Buys,4,,FCCC-SBI-2005-10,2,Jozef Buys|2005|SBI
Juan Carlos Jintiach,2011,Cop Side Event,2011_Cop Side Event,juan carlos jintiach,1,Juan Carlos Jintiach,Mr.,Mr. Juan Carlos Jintiach,1,,,3,Juan Carlos Jintiach|2011|Cop Side Event
Juan Hoffmaister,2006,Cop Side Event,2006_Cop Side Event,juan hoffmaister,3,Juan Hoffmaister,Mr.,Mr. Juan Hoffmaister,1,,FCCC_SBSTA_2013_3,2,Juan Hoffmaister|2006|Cop Side Event
Juan Hoffmaister,2013,SBSTA,2013_SBSTA,juan hoffmaister,3,Juan Hoffmaister,Mr.,Mr. Juan Hoffmaister,1,,FCCC_SBSTA_2013_3,2,Juan Hoffmaister|2013|SBSTA
Juan Pablo,2010,Cop Side Event,2010_Cop Side Event,juan pablo,2,Juan Pablo,Mr.,Mr. Juan Pablo,1, GRULAC  ,,2,Juan Pablo|2010|Cop Side Event
Juan Pablo,2012,Adaption Committee,2012_Adaption Committee,juan pablo,2,Juan Pablo,Mr.,Mr. Juan Pablo,1, GRULAC  ,,2,Juan Pablo|2012|Adaption Committee
Juan Pablo Hoffmaister,2012,Adaption Committee,2012_Adaption Committee,juan pablo hoffmaister,1,Juan Pablo Hoffmaister,Sr.,Sr. Juan Pablo Hoffmaister,2, GRULAC  ,,3,Juan Pablo Hoffmaister|2012|Adaption Committee
Judit Balint,2012,Cop Side Event,2012_Cop Side Event,judit balint,1,Judit Balint,Ms.,Ms. Judit Balint,6,,,2,Judit Balint|2012|Cop Side Event
Judith Fenwick,2003,Cop Side Event,2003_Cop Side Event,judith fenwick,3,Judith Fenwick,Ms.,Ms. Judith Fenwick,4,,,2,Judith Fenwick|2003|Cop Side Event
Judith Fenwick,2006,Cop Side Event,2006_Cop Side Event,judith fenwick,3,Judith Fenwick,Ms.,Ms. Judith Fenwick,4,,,2,Judith Fenwick|2006|Cop Side Event
Judith Fenwick,2011,Cop Side Event,2011_Cop Side Event,judith fenwick,3,Judith Fenwick,Ms.,Ms. Judith Fenwick,4,,,2,Judith Fenwick|2011|Cop Side Event
Jukka Uosukainen,2000,SBI,2000_SBI,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2000|SBI
Jukka Uosukainen,2000,SBSTA,2000_SBSTA,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2000|SBSTA
Jukka Uosukainen,2001,SBSTA,2001_SBSTA,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2001|SBSTA
Jukka Uosukainen,2002,SBSTA,2002_SBSTA,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2002|SBSTA
Jukka Uosukainen,2004,SBI,2004_SBI,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2004|SBI
Jukka Uosukainen,2007,SBI,2007_SBI,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2007|SBI
Jukka Uosukainen,2008,SBI,2008_SBI,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2008|SBI
Jukka Uosukainen,2008,SBSTA,2008_SBSTA,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2008|SBSTA
Jukka Uosukainen,2010,SBI,2010_SBI,jukka uosukainen,14,Jukka Uosukainen,Mr.,Mr. Jukka Uosukainen,11,,FCCC_SBSTA_2001_8,2,Jukka Uosukainen|2010|SBI
Julia Heiss,2010,Cop Side Event,2010_Cop Side Event,julia heiss,1,Julia Heiss,Ms.,Ms. Julia Heiss,2,,,2,Julia Heiss|2010|Cop Side Event
Julianne Baroody,2009,Cop Side Event,2009_Cop Side Event,julianne baroody,1,Julianne Baroody,Ms.,Ms. Julianne Baroody,3,,,2,Julianne Baroody|2009|Cop Side Event
Julian Scola,2009,Cop Side Event,2009_Cop Side Event,julian scola,1,Julian Scola,Mr.,Mr. Julian Scola,1,,,2,Julian Scola|2009|Cop Side Event
Julia Slingo,1997,IPCC,1997_IPCC,julia slingo,4,Julia Slingo,Ms.,Ms. Julia Slingo,1,,,2,Julia Slingo|1997|IPCC
Julia Slingo,2007,IPCC,2007_IPCC,julia slingo,4,Julia Slingo,Ms.,Ms. Julia Slingo,1,,,2,Julia Slingo|2007|IPCC
Julie-anne Richards,2007,Cop Side Event,2007_Cop Side Event,julie-anne richards,1,Julie-Anne Richards,Ms.,Ms. Julie-Anne Richards,8,,,2,Julie-Anne Richards|2007|Cop Side Event
Julie Teng,2008,Cop Side Event,2008_Cop Side Event,julie teng,2,Julie Teng,Ms.,Ms. Julie Teng,3,,,2,Julie Teng|2008|Cop Side Event
Julie Teng,2009,Cop Side Event,2009_Cop Side Event,julie teng,2,Julie Teng,Ms.,Ms. Julie Teng,3,,,2,Julie Teng|2009|Cop Side Event
Julio Lambing,2005,Cop Side Event,2005_Cop Side Event,julio lambing,3,Julio Lambing,Mr.,Mr. Julio Lambing,9,,,2,Julio Lambing|2005|Cop Side Event
Julio Lambing,2007,Cop Side Event,2007_Cop Side Event,julio lambing,3,Julio Lambing,Mr.,Mr. Julio Lambing,9,,,2,Julio Lambing|2007|Cop Side Event
Julio Lambing,2012,Cop Side Event,2012_Cop Side Event,julio lambing,3,Julio Lambing,Mr.,Mr. Julio Lambing,9,,,2,Julio Lambing|2012|Cop Side Event
Junichi Fujino,2011,Cop Side Event,2011_Cop Side Event,junichi fujino,2,Junichi Fujino,Mr.,Mr. Junichi Fujino,8,,,2,Junichi Fujino|2011|Cop Side Event
Junichi Fujino,2012,Cop Side Event,2012_Cop Side Event,junichi fujino,2,Junichi Fujino,Mr.,Mr. Junichi Fujino,8,,,2,Junichi Fujino|2012|Cop Side Event
Junko Morizane,2003,Cop Side Event,2003_Cop Side Event,junko morizane,5,Junko Morizane,Mr.,Mr. Junko Morizane,1,,,2,Junko Morizane|2003|Cop Side Event
Junko Morizane,2006,Cop Side Event,2006_Cop Side Event,junko morizane,5,Junko Morizane,Mr.,Mr. Junko Morizane,1,,,2,Junko Morizane|2006|Cop Side Event
Junko Morizane,2007,Cop Side Event,2007_Cop Side Event,junko morizane,5,Junko Morizane,Mr.,Mr. Junko Morizane,1,,,2,Junko Morizane|2007|Cop Side Event
Junko Morizane,2008,Cop Side Event,2008_Cop Side Event,junko morizane,5,Junko Morizane,Mr.,Mr. Junko Morizane,1,,,2,Junko Morizane|2008|Cop Side Event
Junko Morizane,2009,Cop Side Event,2009_Cop Side Event,junko morizane,5,Junko Morizane,Mr.,Mr. Junko Morizane,1,,,2,Junko Morizane|2009|Cop Side Event
Jun Wang,2013,IPCC,2013_IPCC,jun wang,1,Jun Wang,Ms.,Ms. Jun Wang,1,,,2,Jun Wang|2013|IPCC
Jun Yoshimura,2007,IPCC,2007_IPCC,jun yoshimura,1,Jun Yoshimura,Mr.,Mr. Jun Yoshimura,2,,,2,Jun Yoshimura|2007|IPCC
Jun Zhang,2007,IPCC,2007_IPCC,jun zhang,3,Jun Zhang,Mr.,Mr. Jun Zhang,1,,,2,Jun Zhang|2007|IPCC
Jun Zhang,2013,IPCC,2013_IPCC,jun zhang,3,Jun Zhang,Mr.,Mr. Jun Zhang,1,,,2,Jun Zhang|2013|IPCC
Jusen Asuka,2012,Cop Side Event,2012_Cop Side Event,jusen asuka,1,Jusen Asuka,Mr.,Mr. Jusen Asuka,9,,,2,Jusen Asuka|2012|Cop Side Event
Justin Guay,2011,Cop Side Event,2011_Cop Side Event,justin guay,1,Justin Guay,Ms.,Ms. Justin Guay,1,,,2,Justin Guay|2011|Cop Side Event
Kadio Ahossane,2008,SBI,2008_SBI,kadio ahossane,9,Kadio Ahossane,Mr.,Mr. Kadio Ahossane,1,,FCCC-SBI-2009-15,2,Kadio Ahossane|2008|SBI
Kadio Ahossane,2009,SBI,2009_SBI,kadio ahossane,9,Kadio Ahossane,Mr.,Mr. Kadio Ahossane,1,,FCCC-SBI-2009-15,2,Kadio Ahossane|2009|SBI
Kadio Ahossane,2010,SBI,2010_SBI,kadio ahossane,9,Kadio Ahossane,Mr.,Mr. Kadio Ahossane,1,,FCCC-SBI-2009-15,2,Kadio Ahossane|2010|SBI
Kadir Demirbolat,2012,Cop Side Event,2012_Cop Side Event,kadir demirbolat,1,Kadir Demirbolat,Mr.,Mr. Kadir Demirbolat,2,,,2,Kadir Demirbolat|2012|Cop Side Event
Kalee Kreider,2007,Cop Side Event,2007_Cop Side Event,kalee kreider,2,Kalee KREIDER,Ms.,Ms. Kalee KREIDER,1,,,2,Kalee KREIDER|2007|Cop Side Event
Kalee Kreider,2009,Cop Side Event,2009_Cop Side Event,kalee kreider,2,Kalee KREIDER,Ms.,Ms. Kalee KREIDER,1,,,2,Kalee KREIDER|2009|Cop Side Event
Kamel Djemouai,2005,SBSTA,2005_SBSTA,kamel djemouai,7,Kamel Djemouai,Mr.,Mr. Kamel Djemouai,1,,FCCC_SBSTA_2008_13,2,Kamel Djemouai|2005|SBSTA
Kamel Djemouai,2008,SBI,2008_SBI,kamel djemouai,7,Kamel Djemouai,Mr.,Mr. Kamel Djemouai,1,,FCCC_SBSTA_2008_13,2,Kamel Djemouai|2008|SBI
Kamel Djemouai,2008,SBSTA,2008_SBSTA,kamel djemouai,7,Kamel Djemouai,Mr.,Mr. Kamel Djemouai,1,,FCCC_SBSTA_2008_13,2,Kamel Djemouai|2008|SBSTA
Kamel Djemouai,2013,Consultative group of experts,2013_Consultative group of experts,kamel djemouai,7,Kamel Djemouai,Mr.,Mr. Kamel Djemouai,1,,FCCC_SBSTA_2008_13,2,Kamel Djemouai|2013|Consultative group of experts
Kamel Djemouai,2013,SBI,2013_SBI,kamel djemouai,7,Kamel Djemouai,Mr.,Mr. Kamel Djemouai,1,,FCCC_SBSTA_2008_13,2,Kamel Djemouai|2013|SBI
Kaori Mizuno,2005,Cop Side Event,2005_Cop Side Event,kaori mizuno,2,Kaori MIZUNO,Ms.,Ms. Kaori MIZUNO,2,,,2,Kaori MIZUNO|2005|Cop Side Event
Kaori Mizuno,2006,Cop Side Event,2006_Cop Side Event,kaori mizuno,2,Kaori MIZUNO,Ms.,Ms. Kaori MIZUNO,2,,,2,Kaori MIZUNO|2006|Cop Side Event
Karen Nicole Smith,2006,Officer of the COP,2006_Officer of the COP,karen nicole smith,2,Karen Nicole Smith,Ms.,Ms. Karen Nicole Smith,6,,FCCC-SBI-2008-08,3,Karen Nicole Smith|2006|Officer of the COP
Karen Nicole Smith,2008,SBI,2008_SBI,karen nicole smith,2,Karen Nicole Smith,Ms.,Ms. Karen Nicole Smith,6,,FCCC-SBI-2008-08,3,Karen Nicole Smith|2008|SBI
Karim Harris,2007,Cop Side Event,2007_Cop Side Event,karim harris,2,Karim Harris,Ms.,Ms. Karim Harris,2,,,2,Karim Harris|2007|Cop Side Event
Karim Harris,2008,Cop Side Event,2008_Cop Side Event,karim harris,2,Karim Harris,Ms.,Ms. Karim Harris,2,,,2,Karim Harris|2008|Cop Side Event
Karine Bolton,2011,Cop Side Event,2011_Cop Side Event,karine bolton,1,Karine Bolton,Ms.,Ms. Karine Bolton,1,,,2,Karine Bolton|2011|Cop Side Event
Karine Hertzberg,2013,SBSTA,2013_SBSTA,karine hertzberg,2,Karine Hertzberg,Ms.,Ms. Karine Hertzberg,5,,FCCC_SBSTA_2013_3,2,Karine Hertzberg|2013|SBSTA
Karin Haara,2010,Cop Side Event,2010_Cop Side Event,karin haara,3,Karin Haara,Ms.,Ms. Karin Haara,4,,,2,Karin Haara|2010|Cop Side Event
Karin Haara,2011,Cop Side Event,2011_Cop Side Event,karin haara,3,Karin Haara,Ms.,Ms. Karin Haara,4,,,2,Karin Haara|2011|Cop Side Event
Karin Haara,2012,Cop Side Event,2012_Cop Side Event,karin haara,3,Karin Haara,Ms.,Ms. Karin Haara,4,,,2,Karin Haara|2012|Cop Side Event
Karl-ludwig Schibel,2008,Cop Side Event,2008_Cop Side Event,karl-ludwig schibel,1,Karl-Ludwig Schibel,Mr.,Mr. Karl-Ludwig Schibel,4,,,2,Karl-Ludwig Schibel|2008|Cop Side Event
Karoliina Anttonen,2012,SBI,2012_SBI,karoliina anttonen,1,Karoliina Anttonen,Ms.,Ms. Karoliina Anttonen,5,,FCCC-SBI-2012-33,2,Karoliina Anttonen|2012|SBI
Karoline Rogge,2005,Cop Side Event,2005_Cop Side Event,karoline rogge,2,Karoline Rogge,Ms.,Ms. Karoline Rogge,1,,,2,Karoline Rogge|2005|Cop Side Event
Karoline Rogge,2009,Cop Side Event,2009_Cop Side Event,karoline rogge,2,Karoline Rogge,Ms.,Ms. Karoline Rogge,1,,,2,Karoline Rogge|2009|Cop Side Event
Karsten Karschunke,2013,SBI,2013_SBI,karsten karschunke,1,Karsten Karschunke,Mr.,Mr. Karsten Karschunke,4,,FCCC-SBI-2013-20,2,Karsten Karschunke|2013|SBI
Karsten Sach,2001,SBI,2001_SBI,karsten sach,10,Karsten Sach,Mr.,Mr. Karsten Sach,11,,FCCC_SBSTA_2002_13,2,Karsten Sach|2001|SBI
Karsten Sach,2002,SBSTA,2002_SBSTA,karsten sach,10,Karsten Sach,Mr.,Mr. Karsten Sach,11,,FCCC_SBSTA_2002_13,2,Karsten Sach|2002|SBSTA
