Person,Year,Arena,Event,Name_ID,Participations Count,name,title_as_cop_participant,name_in_cop_partitipants_list,attended_cops_from_participants_list,country,filename,Words count,Key
Arthur Rolle,2009,SBSTA,2009_SBSTA,arthur rolle,29,Arthur Rolle,Mr.,Mr. Arthur Rolle,1,,FCCC_SBSTA_2010_13,2,Arthur Rolle|2009|SBSTA
Arthur Rolle,2010,SBSTA,2010_SBSTA,arthur rolle,29,Arthur Rolle,Mr.,Mr. Arthur Rolle,1,,FCCC_SBSTA_2010_13,2,Arthur Rolle|2010|SBSTA
Artur Runge-metzger,2008,Cop Side Event,2008_Cop Side Event,artur runge-metzger,4,Artur Runge-Metzger,Mr.,Mr. Artur Runge-Metzger,10,,,2,Artur Runge-Metzger|2008|Cop Side Event
Artur Runge-metzger,2010,Cop Side Event,2010_Cop Side Event,artur runge-metzger,4,Artur Runge-Metzger,Mr.,Mr. Artur Runge-Metzger,10,,,2,Artur Runge-Metzger|2010|Cop Side Event
Artur Runge-metzger,2010,Officer of the COP,2010_Officer of the COP,artur runge-metzger,4,Artur Runge-Metzger,Mr.,Mr. Artur Runge-Metzger,10,,,2,Artur Runge-Metzger|2010|Officer of the COP
Artur Runge-metzger,2011,Officer of the COP,2011_Officer of the COP,artur runge-metzger,4,Artur Runge-Metzger,Mr.,Mr. Artur Runge-Metzger,10,,,2,Artur Runge-Metzger|2011|Officer of the COP
Arunavo Mukerjee,2012,Cop Side Event,2012_Cop Side Event,arunavo mukerjee,1,Arunavo Mukerjee,Mr.,Mr. Arunavo Mukerjee,2,,,2,Arunavo Mukerjee|2012|Cop Side Event
Asa Persson,2008,Cop Side Event,2008_Cop Side Event,asa persson,1,Asa Persson,Ms.,Ms. Asa Persson,1,,,2,Asa Persson|2008|Cop Side Event
Asher Minns,2006,Cop Side Event,2006_Cop Side Event,asher minns,4,Asher Minns,Mr.,Mr. Asher Minns,4,,,2,Asher Minns|2006|Cop Side Event
Asher Minns,2010,Cop Side Event,2010_Cop Side Event,asher minns,4,Asher Minns,Mr.,Mr. Asher Minns,4,,,2,Asher Minns|2010|Cop Side Event
Asher Minns,2011,Cop Side Event,2011_Cop Side Event,asher minns,4,Asher Minns,Mr.,Mr. Asher Minns,4,,,2,Asher Minns|2011|Cop Side Event
Asher Minns,2012,Cop Side Event,2012_Cop Side Event,asher minns,4,Asher Minns,Mr.,Mr. Asher Minns,4,,,2,Asher Minns|2012|Cop Side Event
Ashok Karumuri,2013,IPCC,2013_IPCC,ashok karumuri,1,Ashok Karumuri,Mr.,Mr. Ashok Karumuri,3,,,2,Ashok Karumuri|2013|IPCC
Ashok Sarkar,2005,Cop Side Event,2005_Cop Side Event,ashok sarkar,1,Ashok SARKAR,Mr.,Mr. Ashok SARKAR,1,,,2,Ashok SARKAR|2005|Cop Side Event
Ashwin Shroff,2011,Cop Side Event,2011_Cop Side Event,ashwin shroff,2,Ashwin Shroff,Mr.,Mr. Ashwin Shroff,1,,,2,Ashwin Shroff|2011|Cop Side Event
Ashwin Shroff,2012,Cop Side Event,2012_Cop Side Event,ashwin shroff,2,Ashwin Shroff,Mr.,Mr. Ashwin Shroff,1,,,2,Ashwin Shroff|2012|Cop Side Event
Assar Qureshi,2010,Cop Side Event,2010_Cop Side Event,assar qureshi,1,Assar Qureshi,Mr.,Mr. Assar Qureshi,1,,,2,Assar Qureshi|2010|Cop Side Event
Astrid Schulz,2010,Cop Side Event,2010_Cop Side Event,astrid schulz,2,Astrid SCHULZ,Mr.,Mr. Astrid SCHULZ,1,,,2,Astrid SCHULZ|2010|Cop Side Event
Astrid Schulz,2011,Cop Side Event,2011_Cop Side Event,astrid schulz,2,Astrid SCHULZ,Mr.,Mr. Astrid SCHULZ,1,,,2,Astrid SCHULZ|2011|Cop Side Event
Atilio Savino,2005,Officer of the COP,2005_Officer of the COP,atilio savino,2,Atilio Savino,Mr.,Mr. Atilio Savino,3,,,2,Atilio Savino|2005|Officer of the COP
Atilio Savino,2012,Cop Side Event,2012_Cop Side Event,atilio savino,2,Atilio Savino,Mr.,Mr. Atilio Savino,3,,,2,Atilio Savino|2012|Cop Side Event
Atiq Rahman,2008,Cop Side Event,2008_Cop Side Event,atiq rahman,3,Atiq Rahman,Mr.,Mr. Atiq Rahman,6,,,2,Atiq Rahman|2008|Cop Side Event
Atiq Rahman,2009,Cop Side Event,2009_Cop Side Event,atiq rahman,3,Atiq Rahman,Mr.,Mr. Atiq Rahman,6,,,2,Atiq Rahman|2009|Cop Side Event
Atiq Rahman,2012,Cop Side Event,2012_Cop Side Event,atiq rahman,3,Atiq Rahman,Mr.,Mr. Atiq Rahman,6,,,2,Atiq Rahman|2012|Cop Side Event
Atiqur Rahman,2012,Cop Side Event,2012_Cop Side Event,atiqur rahman,1,Atiqur Rahman,Mr.,Mr. Atiqur Rahman,3,,,2,Atiqur Rahman|2012|Cop Side Event
Atiqur Rahman Tipu,2012,Cop Side Event,2012_Cop Side Event,atiqur rahman tipu,1,Atiqur Rahman Tipu,Mr. Md.,Mr. Md. Atiqur Rahman Tipu,1,,,3,Atiqur Rahman Tipu|2012|Cop Side Event
Aubrey Meyer,2008,Cop Side Event,2008_Cop Side Event,aubrey meyer,1,Aubrey Meyer,Mr.,Mr. Aubrey Meyer,2,,,2,Aubrey Meyer|2008|Cop Side Event
Audun Rosland,2001,SBSTA,2001_SBSTA,audun rosland,14,Audun Rosland,Mr.,Mr. Audun Rosland,9,,FCCC_SBSTA_2007_4,2,Audun Rosland|2001|SBSTA
Audun Rosland,2003,SBSTA,2003_SBSTA,audun rosland,14,Audun Rosland,Mr.,Mr. Audun Rosland,9,,FCCC_SBSTA_2007_4,2,Audun Rosland|2003|SBSTA
Audun Rosland,2004,SBSTA,2004_SBSTA,audun rosland,14,Audun Rosland,Mr.,Mr. Audun Rosland,9,,FCCC_SBSTA_2007_4,2,Audun Rosland|2004|SBSTA
Audun Rosland,2005,SBSTA,2005_SBSTA,audun rosland,14,Audun Rosland,Mr.,Mr. Audun Rosland,9,,FCCC_SBSTA_2007_4,2,Audun Rosland|2005|SBSTA
Audun Rosland,2006,SBSTA,2006_SBSTA,audun rosland,14,Audun Rosland,Mr.,Mr. Audun Rosland,9,,FCCC_SBSTA_2007_4,2,Audun Rosland|2006|SBSTA
Audun Rosland,2007,SBSTA,2007_SBSTA,audun rosland,14,Audun Rosland,Mr.,Mr. Audun Rosland,9,,FCCC_SBSTA_2007_4,2,Audun Rosland|2007|SBSTA
Audun Rosland,2008,SBSTA,2008_SBSTA,audun rosland,14,Audun Rosland,Mr.,Mr. Audun Rosland,9,,FCCC_SBSTA_2007_4,2,Audun Rosland|2008|SBSTA
Audun Rosland,2009,SBSTA,2009_SBSTA,audun rosland,14,Audun Rosland,Mr.,Mr. Audun Rosland,9,,FCCC_SBSTA_2007_4,2,Audun Rosland|2009|SBSTA
Augusto Pretner,2012,Cop Side Event,2012_Cop Side Event,augusto pretner,1,Augusto Pretner,Mr.,Mr. Augusto Pretner,1,,,2,Augusto Pretner|2012|Cop Side Event
Aulikki Kauppila,2012,Cop Side Event,2012_Cop Side Event,aulikki kauppila,1,Aulikki Kauppila,Ms.,Ms. Aulikki Kauppila,8,,,2,Aulikki Kauppila|2012|Cop Side Event
Avinash Tyagi,2010,Cop Side Event,2010_Cop Side Event,avinash tyagi,1,Avinash Tyagi,Mr.,Mr. Avinash Tyagi,4,,,2,Avinash Tyagi|2010|Cop Side Event
Axel Michaelowa,2005,Cop Side Event,2005_Cop Side Event,axel michaelowa,6,Axel Michaelowa,Mr.,Mr. Axel Michaelowa,7,,,2,Axel Michaelowa|2005|Cop Side Event
Axel Michaelowa,2007,Cop Side Event,2007_Cop Side Event,axel michaelowa,6,Axel Michaelowa,Mr.,Mr. Axel Michaelowa,7,,,2,Axel Michaelowa|2007|Cop Side Event
Axel Michaelowa,2009,Cop Side Event,2009_Cop Side Event,axel michaelowa,6,Axel Michaelowa,Mr.,Mr. Axel Michaelowa,7,,,2,Axel Michaelowa|2009|Cop Side Event
Axel Michaelowa,2010,Cop Side Event,2010_Cop Side Event,axel michaelowa,6,Axel Michaelowa,Mr.,Mr. Axel Michaelowa,7,,,2,Axel Michaelowa|2010|Cop Side Event
Axel Michaelowa,2011,Cop Side Event,2011_Cop Side Event,axel michaelowa,6,Axel Michaelowa,Mr.,Mr. Axel Michaelowa,7,,,2,Axel Michaelowa|2011|Cop Side Event
Axel Michaelowa,2012,Cop Side Event,2012_Cop Side Event,axel michaelowa,6,Axel Michaelowa,Mr.,Mr. Axel Michaelowa,7,,,2,Axel Michaelowa|2012|Cop Side Event
Aylin Mcnamara,2009,Cop Side Event,2009_Cop Side Event,aylin mcnamara,1,Aylin McNamara,Ms.,Ms. Aylin McNamara,1,,,2,Aylin McNamara|2009|Cop Side Event
Babette Graber,2008,Cop Side Event,2008_Cop Side Event,babette graber,2,Babette Graber,Ms.,Ms. Babette Graber,4,,,2,Babette Graber|2008|Cop Side Event
Babette Graber,2009,Cop Side Event,2009_Cop Side Event,babette graber,2,Babette Graber,Ms.,Ms. Babette Graber,4,,,2,Babette Graber|2009|Cop Side Event
Bagher Asadi,2006,Officer of the COP,2006_Officer of the COP,bagher asadi,10,Bagher Asadi,H.E. Mr.,H.E. Mr. Bagher Asadi,3,,FCCC-SBI-2007-34,2,Bagher Asadi|2006|Officer of the COP
Bagher Asadi,2007,Officer of the COP,2007_Officer of the COP,bagher asadi,10,Bagher Asadi,H.E. Mr.,H.E. Mr. Bagher Asadi,3,,FCCC-SBI-2007-34,2,Bagher Asadi|2007|Officer of the COP
Bagher Asadi,2007,SBI,2007_SBI,bagher asadi,10,Bagher Asadi,H.E. Mr.,H.E. Mr. Bagher Asadi,3,,FCCC-SBI-2007-34,2,Bagher Asadi|2007|SBI
Bagher Asadi,2008,SBI,2008_SBI,bagher asadi,10,Bagher Asadi,H.E. Mr.,H.E. Mr. Bagher Asadi,3,,FCCC-SBI-2007-34,2,Bagher Asadi|2008|SBI
Balgis Osman,2010,Cop Side Event,2010_Cop Side Event,balgis osman,3,Balgis Osman,Mr.,Mr. Balgis Osman,1,,,2,Balgis Osman|2010|Cop Side Event
Balgis Osman,2011,Cop Side Event,2011_Cop Side Event,balgis osman,3,Balgis Osman,Mr.,Mr. Balgis Osman,1,,,2,Balgis Osman|2011|Cop Side Event
Balgis Osman,2012,Cop Side Event,2012_Cop Side Event,balgis osman,3,Balgis Osman,Mr.,Mr. Balgis Osman,1,,,2,Balgis Osman|2012|Cop Side Event
Balgis Osman Elasha,2010,Cop Side Event,2010_Cop Side Event,balgis osman elasha,1,Balgis Osman Elasha,Ms.,Ms. Balgis Osman Elasha,5,,,3,Balgis Osman Elasha|2010|Cop Side Event
Balisi Justice Gopolang,2011,SBI,2011_SBI,balisi justice gopolang,1,Balisi Justice Gopolang,Mr.,Mr. Balisi Justice Gopolang,4,,FCCC-SBI-2011-07,3,Balisi Justice Gopolang|2011|SBI
Bangbo Cheng,2006,Cop Side Event,2006_Cop Side Event,bangbo cheng,2,Bangbo Cheng,Mr.,Mr. Bangbo Cheng,3,,,2,Bangbo Cheng|2006|Cop Side Event
Bangbo Cheng,2007,Cop Side Event,2007_Cop Side Event,bangbo cheng,2,Bangbo Cheng,Mr.,Mr. Bangbo Cheng,3,,,2,Bangbo Cheng|2007|Cop Side Event
Ban Ki-moon,2009,Cop Side Event,2009_Cop Side Event,ban ki-moon,2,Ban Ki-moon,Mr.,Mr. Ban Ki-moon,3,,,2,Ban Ki-moon|2009|Cop Side Event
Ban Ki-moon,2011,Cop Side Event,2011_Cop Side Event,ban ki-moon,2,Ban Ki-moon,Mr.,Mr. Ban Ki-moon,3,,,2,Ban Ki-moon|2011|Cop Side Event
Barbara Black,2003,Cop Side Event,2003_Cop Side Event,barbara black,8,Barbara Black,Ms.,Ms. Barbara Black,5,,,2,Barbara Black|2003|Cop Side Event
Barbara Black,2004,Cop Side Event,2004_Cop Side Event,barbara black,8,Barbara Black,Ms.,Ms. Barbara Black,5,,,2,Barbara Black|2004|Cop Side Event
Barbara Black,2005,Cop Side Event,2005_Cop Side Event,barbara black,8,Barbara Black,Ms.,Ms. Barbara Black,5,,,2,Barbara Black|2005|Cop Side Event
Barbara Black,2006,Cop Side Event,2006_Cop Side Event,barbara black,8,Barbara Black,Ms.,Ms. Barbara Black,5,,,2,Barbara Black|2006|Cop Side Event
Barbara Black,2007,Cop Side Event,2007_Cop Side Event,barbara black,8,Barbara Black,Ms.,Ms. Barbara Black,5,,,2,Barbara Black|2007|Cop Side Event
Barbara Black,2010,Cop Side Event,2010_Cop Side Event,barbara black,8,Barbara Black,Ms.,Ms. Barbara Black,5,,,2,Barbara Black|2010|Cop Side Event
Barbara Black,2011,Cop Side Event,2011_Cop Side Event,barbara black,8,Barbara Black,Ms.,Ms. Barbara Black,5,,,2,Barbara Black|2011|Cop Side Event
Barbara Black,2012,Cop Side Event,2012_Cop Side Event,barbara black,8,Barbara Black,Ms.,Ms. Barbara Black,5,,,2,Barbara Black|2012|Cop Side Event
Barbara Bramble,2010,Cop Side Event,2010_Cop Side Event,barbara bramble,1,Barbara Bramble,Ms.,Ms. Barbara Bramble,1,,,2,Barbara Bramble|2010|Cop Side Event
Barbara Buchner,2011,Cop Side Event,2011_Cop Side Event,barbara buchner,2,Barbara Buchner,Ms.,Ms. Barbara Buchner,5,,,2,Barbara Buchner|2011|Cop Side Event
Barbara Buchner,2012,Cop Side Event,2012_Cop Side Event,barbara buchner,2,Barbara Buchner,Ms.,Ms. Barbara Buchner,5,,,2,Barbara Buchner|2012|Cop Side Event
Barbara Muik,2012,Cop Side Event,2012_Cop Side Event,barbara muik,1,Barbara Muik,Ms.,Ms. Barbara Muik,2,,,2,Barbara Muik|2012|Cop Side Event
Barbara Norman,2012,Cop Side Event,2012_Cop Side Event,barbara norman,1,Barbara Norman,Ms.,Ms. Barbara Norman,1,,,2,Barbara Norman|2012|Cop Side Event
Bard Vegar Solhjell,2012,Cop Side Event,2012_Cop Side Event,bard vegar solhjell,1,Bard Vegar Solhjell,H.E. Mr.,H.E. Mr. Bard Vegar Solhjell,1,,,3,Bard Vegar Solhjell|2012|Cop Side Event
Barry Gromett,2012,Cop Side Event,2012_Cop Side Event,barry gromett,1,Barry Gromett,Mr.,Mr. Barry Gromett,2,,,2,Barry Gromett|2012|Cop Side Event
Barry Kantor,2004,Cop Side Event,2004_Cop Side Event,barry kantor,4,Barry Kantor,M.,M. Barry Kantor,1,,,2,Barry Kantor|2004|Cop Side Event
Barry Kantor,2005,Cop Side Event,2005_Cop Side Event,barry kantor,4,Barry Kantor,M.,M. Barry Kantor,1,,,2,Barry Kantor|2005|Cop Side Event
Barry Kantor,2006,Cop Side Event,2006_Cop Side Event,barry kantor,4,Barry Kantor,M.,M. Barry Kantor,1,,,2,Barry Kantor|2006|Cop Side Event
Barry Kantor,2007,Cop Side Event,2007_Cop Side Event,barry kantor,4,Barry Kantor,M.,M. Barry Kantor,1,,,2,Barry Kantor|2007|Cop Side Event
Basanta Raj Gautam,2010,Cop Side Event,2010_Cop Side Event,basanta raj gautam,1,Basanta Raj Gautam,Mr.,Mr. Basanta Raj Gautam,3,,,3,Basanta Raj Gautam|2010|Cop Side Event
Batu Krishna Uprety,2008,LEG,2008_LEG,batu krishna uprety,13,Batu Krishna Uprety,Mr.,Mr. Batu Krishna Uprety,6,,FCCC-SBI-2013-20,3,Batu Krishna Uprety|2008|LEG
Batu Krishna Uprety,2009,LEG,2009_LEG,batu krishna uprety,13,Batu Krishna Uprety,Mr.,Mr. Batu Krishna Uprety,6,,FCCC-SBI-2013-20,3,Batu Krishna Uprety|2009|LEG
Batu Krishna Uprety,2010,LEG,2010_LEG,batu krishna uprety,13,Batu Krishna Uprety,Mr.,Mr. Batu Krishna Uprety,6,,FCCC-SBI-2013-20,3,Batu Krishna Uprety|2010|LEG
Batu Krishna Uprety,2011,LEG,2011_LEG,batu krishna uprety,13,Batu Krishna Uprety,Mr.,Mr. Batu Krishna Uprety,6,,FCCC-SBI-2013-20,3,Batu Krishna Uprety|2011|LEG
Batu Krishna Uprety,2012,LEG,2012_LEG,batu krishna uprety,13,Batu Krishna Uprety,Mr.,Mr. Batu Krishna Uprety,6,,FCCC-SBI-2013-20,3,Batu Krishna Uprety|2012|LEG
Batu Krishna Uprety,2013,LEG,2013_LEG,batu krishna uprety,13,Batu Krishna Uprety,Mr.,Mr. Batu Krishna Uprety,6,,FCCC-SBI-2013-20,3,Batu Krishna Uprety|2013|LEG
Batu Krishna Uprety,2013,SBI,2013_SBI,batu krishna uprety,13,Batu Krishna Uprety,Mr.,Mr. Batu Krishna Uprety,6,,FCCC-SBI-2013-20,3,Batu Krishna Uprety|2013|SBI
Beata Kepinska,2008,Cop Side Event,2008_Cop Side Event,beata kepinska,1,Beata Kepinska,Ms.,Ms. Beata Kepinska,1,,,2,Beata Kepinska|2008|Cop Side Event
Beatrice Ladusch,2010,Cop Side Event,2010_Cop Side Event,beatrice ladusch,2,Beatrice Ladusch,Ms.,Ms. Beatrice Ladusch,4,,,2,Beatrice Ladusch|2010|Cop Side Event
Beatrice Ladusch,2012,Cop Side Event,2012_Cop Side Event,beatrice ladusch,2,Beatrice Ladusch,Ms.,Ms. Beatrice Ladusch,4,,,2,Beatrice Ladusch|2012|Cop Side Event
Beatrice Magel,2003,Cop Side Event,2003_Cop Side Event,beatrice magel,2,Beatrice Magel,Ms.,Ms. Beatrice Magel,6,,,2,Beatrice Magel|2003|Cop Side Event
Beatrice Magel,2006,Cop Side Event,2006_Cop Side Event,beatrice magel,2,Beatrice Magel,Ms.,Ms. Beatrice Magel,6,,,2,Beatrice Magel|2006|Cop Side Event
Beatriz Kiss,2012,Cop Side Event,2012_Cop Side Event,beatriz kiss,1,Beatriz Kiss,Ms.,Ms. Beatriz Kiss,1,,,2,Beatriz Kiss|2012|Cop Side Event
Bedria Mohammed Ahmed,2011,Cop Side Event,2011_Cop Side Event,bedria mohammed ahmed,1,Bedria Mohammed Ahmed,Ms.,Ms. Bedria Mohammed Ahmed,1,,,3,Bedria Mohammed Ahmed|2011|Cop Side Event
Benjamin Fontaine,2009,Cop Side Event,2009_Cop Side Event,benjamin fontaine,2,Benjamin Fontaine,Mr.,Mr. Benjamin Fontaine,2,,,2,Benjamin Fontaine|2009|Cop Side Event
Benjamin Fontaine,2010,Cop Side Event,2010_Cop Side Event,benjamin fontaine,2,Benjamin Fontaine,Mr.,Mr. Benjamin Fontaine,2,,,2,Benjamin Fontaine|2010|Cop Side Event
Benjamin S. Karmorh,2007,LEG,2007_LEG,benjamin s. karmorh,2,Benjamin S. KARMORH,Mr.,Mr. Benjamin S. KARMORH,1,,FCCC_SBI_2007_31,3,Benjamin S. KARMORH|2007|LEG
Benjamin Sporton,2011,Cop Side Event,2011_Cop Side Event,benjamin sporton,1,Benjamin Sporton,Mr.,Mr. Benjamin Sporton,2,,,2,Benjamin Sporton|2011|Cop Side Event
Ben Vanpeperstraete,2010,Cop Side Event,2010_Cop Side Event,ben vanpeperstraete,1,Ben Vanpeperstraete,Mr.,Mr. Ben Vanpeperstraete,2,,,2,Ben Vanpeperstraete|2010|Cop Side Event
Ben Vickers,2010,Cop Side Event,2010_Cop Side Event,ben vickers,1,Ben Vickers,Mr.,Mr. Ben Vickers,3,,,2,Ben Vickers|2010|Cop Side Event
Ben Wikler,2009,Cop Side Event,2009_Cop Side Event,ben wikler,1,Ben Wikler,Mr.,Mr. Ben Wikler,2,,,2,Ben Wikler|2009|Cop Side Event
Bernadette Fischler,2009,Cop Side Event,2009_Cop Side Event,bernadette fischler,3,Bernadette Fischler,Ms.,Ms. Bernadette Fischler,3,,,2,Bernadette Fischler|2009|Cop Side Event
Bernadette Fischler,2010,Cop Side Event,2010_Cop Side Event,bernadette fischler,3,Bernadette Fischler,Ms.,Ms. Bernadette Fischler,3,,,2,Bernadette Fischler|2010|Cop Side Event
Bernadette Fischler,2011,Cop Side Event,2011_Cop Side Event,bernadette fischler,3,Bernadette Fischler,Ms.,Ms. Bernadette Fischler,3,,,2,Bernadette Fischler|2011|Cop Side Event
Bernarditas Muller,2011,Cop Side Event,2011_Cop Side Event,bernarditas muller,1,Bernarditas Muller,Ms.,Ms. Bernarditas Muller,1,,,2,Bernarditas Muller|2011|Cop Side Event
Bernard Mazijn,2001,SBSTA,2001_SBSTA,bernard mazijn,6,Bernard Mazijn,M.,M. Bernard Mazijn,6,,FCCC_SBSTA_2001_8,2,Bernard Mazijn|2001|SBSTA
Bernard Mazijn,2003,SBSTA,2003_SBSTA,bernard mazijn,6,Bernard Mazijn,M.,M. Bernard Mazijn,6,,FCCC_SBSTA_2001_8,2,Bernard Mazijn|2003|SBSTA
Bernard Mazijn,2004,SBSTA,2004_SBSTA,bernard mazijn,6,Bernard Mazijn,M.,M. Bernard Mazijn,6,,FCCC_SBSTA_2001_8,2,Bernard Mazijn|2004|SBSTA
Bernard Mazijn,2005,SBSTA,2005_SBSTA,bernard mazijn,6,Bernard Mazijn,M.,M. Bernard Mazijn,6,,FCCC_SBSTA_2001_8,2,Bernard Mazijn|2005|SBSTA
Bernard Mazijn,2006,SBSTA,2006_SBSTA,bernard mazijn,6,Bernard Mazijn,M.,M. Bernard Mazijn,6,,FCCC_SBSTA_2001_8,2,Bernard Mazijn|2006|SBSTA
Bernardo Damian Voloj,2010,Cop Side Event,2010_Cop Side Event,bernardo damian voloj,2,Bernardo Damian Voloj,Mr.,Mr. Bernardo Damian Voloj,3,,,3,Bernardo Damian Voloj|2010|Cop Side Event
Bernardo Damian Voloj,2012,Cop Side Event,2012_Cop Side Event,bernardo damian voloj,2,Bernardo Damian Voloj,Mr.,Mr. Bernardo Damian Voloj,3,,,3,Bernardo Damian Voloj|2012|Cop Side Event
Bernardo Strassburg,2003,Cop Side Event,2003_Cop Side Event,bernardo strassburg,1,Bernardo Strassburg,Mr.,Mr. Bernardo Strassburg,4,,,2,Bernardo Strassburg|2003|Cop Side Event
Bernd Brouns,2004,Cop Side Event,2004_Cop Side Event,bernd brouns,2,Bernd Brouns,Mr.,Mr. Bernd Brouns,6,,,2,Bernd Brouns|2004|Cop Side Event
Bernd Brouns,2005,Cop Side Event,2005_Cop Side Event,bernd brouns,2,Bernd Brouns,Mr.,Mr. Bernd Brouns,6,,,2,Bernd Brouns|2005|Cop Side Event
Bernd Franke,2011,Cop Side Event,2011_Cop Side Event,bernd franke,1,Bernd Franke,Mr.,Mr. Bernd Franke,1,,,2,Bernd Franke|2011|Cop Side Event
Bernhard Schlamadinger,2003,Cop Side Event,2003_Cop Side Event,bernhard schlamadinger,2,Bernhard Schlamadinger,Mr.,Mr. Bernhard Schlamadinger,5,,,2,Bernhard Schlamadinger|2003|Cop Side Event
Bernhard Schlamadinger,2005,Cop Side Event,2005_Cop Side Event,bernhard schlamadinger,2,Bernhard Schlamadinger,Mr.,Mr. Bernhard Schlamadinger,5,,,2,Bernhard Schlamadinger|2005|Cop Side Event
Bernice Lee,2007,Cop Side Event,2007_Cop Side Event,bernice lee,2,Bernice Lee,Ms.,Ms. Bernice Lee,2,,,2,Bernice Lee|2007|Cop Side Event
Bernice Lee,2012,Cop Side Event,2012_Cop Side Event,bernice lee,2,Bernice Lee,Ms.,Ms. Bernice Lee,2,,,2,Bernice Lee|2012|Cop Side Event
Bernt-erik Saether,2009,Cop Side Event,2009_Cop Side Event,bernt-erik saether,1,Bernt-Erik Saether,Mr.,Mr. Bernt-Erik Saether,1,,,2,Bernt-Erik Saether|2009|Cop Side Event
Bert Bolin,1997,SBSTA,1997_SBSTA,bert bolin,3,Bert Bolin,Mr.,Mr. Bert Bolin,1,,FCCC_SBSTA_1997_14,2,Bert Bolin|1997|SBSTA
Bert Bolin,2001,IPCC,2001_IPCC,bert bolin,3,Bert Bolin,Mr.,Mr. Bert Bolin,1,,FCCC_SBSTA_1997_14,2,Bert Bolin|2001|IPCC
Bert Maerten,2009,Cop Side Event,2009_Cop Side Event,bert maerten,2,Bert Maerten,Mr.,Mr. Bert Maerten,4,,,2,Bert Maerten|2009|Cop Side Event
Bert Maerten,2010,Cop Side Event,2010_Cop Side Event,bert maerten,2,Bert Maerten,Mr.,Mr. Bert Maerten,4,,,2,Bert Maerten|2010|Cop Side Event
Bert Metz,1996,SBI,1996_SBI,bert metz,2,Bert Metz,Mr.,Mr. Bert Metz,11,,FCCC-SBI-1996-09,2,Bert Metz|1996|SBI
Bert Metz,2011,Cop Side Event,2011_Cop Side Event,bert metz,2,Bert Metz,Mr.,Mr. Bert Metz,11,,FCCC-SBI-1996-09,2,Bert Metz|2011|Cop Side Event
Betarim Rimon,2009,Cop Side Event,2009_Cop Side Event,betarim rimon,1,Betarim Rimon,Mr.,Mr. Betarim Rimon,1,,,2,Betarim Rimon|2009|Cop Side Event
Beth Henriette,2007,Cop Side Event,2007_Cop Side Event,beth henriette,2,Beth Henriette,Ms.,Ms. Beth Henriette,1,,,2,Beth Henriette|2007|Cop Side Event
Beth Henriette,2009,Cop Side Event,2009_Cop Side Event,beth henriette,2,Beth Henriette,Ms.,Ms. Beth Henriette,1,,,2,Beth Henriette|2009|Cop Side Event
Beth Hughes,2006,Cop Side Event,2006_Cop Side Event,beth hughes,1,Beth Hughes,Ms.,Ms. Beth Hughes,2,,,2,Beth Hughes|2006|Cop Side Event
Beth Lavender,2008,LEG,2008_LEG,beth lavender,12,Beth Lavender,Ms.,Ms. Beth Lavender,3,,FCCC-SBI-2010-10,2,Beth Lavender|2008|LEG
Beth Lavender,2009,LEG,2009_LEG,beth lavender,12,Beth Lavender,Ms.,Ms. Beth Lavender,3,,FCCC-SBI-2010-10,2,Beth Lavender|2009|LEG
Beth Lavender,2010,LEG,2010_LEG,beth lavender,12,Beth Lavender,Ms.,Ms. Beth Lavender,3,,FCCC-SBI-2010-10,2,Beth Lavender|2010|LEG
Beth Lavender,2010,SBI,2010_SBI,beth lavender,12,Beth Lavender,Ms.,Ms. Beth Lavender,3,,FCCC-SBI-2010-10,2,Beth Lavender|2010|SBI
Beth Lavender,2011,LEG,2011_LEG,beth lavender,12,Beth Lavender,Ms.,Ms. Beth Lavender,3,,FCCC-SBI-2010-10,2,Beth Lavender|2011|LEG
Beth Lavender,2012,LEG,2012_LEG,beth lavender,12,Beth Lavender,Ms.,Ms. Beth Lavender,3,,FCCC-SBI-2010-10,2,Beth Lavender|2012|LEG
Beth Lavender,2013,LEG,2013_LEG,beth lavender,12,Beth Lavender,Ms.,Ms. Beth Lavender,3,,FCCC-SBI-2010-10,2,Beth Lavender|2013|LEG
Bettina Koelle,2011,Cop Side Event,2011_Cop Side Event,bettina koelle,1,Bettina Koelle,Ms.,Ms. Bettina Koelle,3,,,2,Bettina Koelle|2011|Cop Side Event
Bettina Menne,2004,Cop Side Event,2004_Cop Side Event,bettina menne,2,Bettina Menne,Ms.,Ms. Bettina Menne,9,,,2,Bettina Menne|2004|Cop Side Event
Bettina Menne,2005,Cop Side Event,2005_Cop Side Event,bettina menne,2,Bettina Menne,Ms.,Ms. Bettina Menne,9,,,2,Bettina Menne|2005|Cop Side Event
Bettina Wittneben,2003,Cop Side Event,2003_Cop Side Event,bettina wittneben,1,Bettina WITTNEBEN,Ms.,Ms. Bettina WITTNEBEN,2,,,2,Bettina WITTNEBEN|2003|Cop Side Event
Bhaskar Singh Karky,2011,Cop Side Event,2011_Cop Side Event,bhaskar singh karky,2,Bhaskar Singh Karky,Mr.,Mr. Bhaskar Singh Karky,7,,,3,Bhaskar Singh Karky|2011|Cop Side Event
Bhaskar Singh Karky,2012,Cop Side Event,2012_Cop Side Event,bhaskar singh karky,2,Bhaskar Singh Karky,Mr.,Mr. Bhaskar Singh Karky,7,,,3,Bhaskar Singh Karky|2012|Cop Side Event
